distanza_km,valore_merce_eur,peso_kg,fragile,numero_transiti,rischio_meteo,rischio_doganale,tracking_gps,modalità_trasporto,ritardo
1302,162298,6664,0,3,5,1,1,Mare,1
1749,205222,1571,0,1,2,4,0,Mare,1
1300,113557,7724,1,2,1,3,1,Mare,1
1732,19013,7571,0,1,1,1,1,Strada,1
1605,22446,6609,0,1,3,5,1,Ferrovia,1
2144,202447,7268,0,3,2,4,0,Mare,1
1306,103261,1673,0,5,2,5,1,Mare,1
1599,263701,731,0,2,3,2,1,Mare,1
1216,169461,3184,0,3,4,5,1,Aereo,1
1446,179772,5258,0,1,1,3,0,Strada,1
520,131878,5870,1,1,4,5,0,Strada,1
1085,100143,3311,0,3,3,1,0,Aereo,0
1403,25578,5044,1,0,2,2,1,Strada,1
1017,75779,4746,0,0,4,3,1,Mare,1
407,141668,3469,1,3,2,2,1,Strada,0
717,73534,1917,1,4,3,3,0,Strada,1
422,273273,3659,0,4,5,2,0,Mare,1
1081,198118,1249,0,0,2,4,1,Aereo,1
1195,274740,7581,0,2,4,5,0,Strada,1
1421,66355,2873,0,5,4,1,1,Strada,1
139,13974,2998,1,1,3,1,0,Strada,0
589,198745,4028,1,2,4,4,0,Ferrovia,1
918,252366,3675,0,0,1,2,1,Strada,1
90,75442,4628,1,3,2,5,1,Strada,1
789,153890,6156,0,4,1,4,1,Ferrovia,1
1996,56598,5288,1,0,3,2,0,Aereo,0
1274,134726,218,0,2,1,5,0,Mare,0
978,34758,7837,1,2,1,2,0,Strada,0
2086,287348,2071,0,5,2,1,0,Strada,1
974,128309,2244,1,0,2,5,0,Strada,0
1631,167000,7905,0,1,5,1,0,Mare,1
439,185681,7654,0,2,1,1,1,Strada,1
1667,31552,488,1,1,2,5,0,Strada,1
305,148278,7081,1,1,1,4,0,Strada,1
758,35831,3310,1,3,1,2,0,Aereo,0
1888,44563,4305,1,0,3,5,0,Aereo,0
1994,19361,4959,1,0,3,1,0,Mare,0
59,75469,2499,0,1,1,2,1,Strada,1
847,26816,4731,1,3,3,5,0,Aereo,1
926,258422,913,1,2,2,4,1,Mare,0
1078,147691,5187,1,2,1,5,1,Strada,1
1065,235295,189,1,0,3,5,0,Ferrovia,1
1874,93479,5284,0,1,2,3,0,Strada,1
423,27819,4473,0,3,1,2,1,Mare,1
2243,9798,274,0,3,1,5,0,Aereo,0
273,157215,607,0,2,3,1,0,Strada,1
1312,244942,6632,1,2,2,1,0,Strada,1
2274,231259,1623,0,4,1,3,0,Ferrovia,1
1852,130544,5887,0,4,1,1,0,Strada,1
902,153254,435,1,1,5,5,1,Mare,1
112,254800,570,1,4,1,2,1,Mare,1
1290,10415,5422,1,3,5,3,1,Strada,0
738,88638,6813,1,4,5,3,1,Strada,0
1534,19452,4022,1,0,2,4,1,Strada,1
1683,196457,5267,1,0,4,4,0,Strada,1
2202,111205,2884,0,5,5,2,0,Aereo,1
560,19170,3192,0,2,2,2,0,Aereo,1
434,17259,6744,1,2,3,3,1,Strada,1
454,285243,1883,0,1,5,5,0,Strada,0
567,141721,4592,1,0,4,5,0,Strada,1
525,130394,3211,1,5,3,4,1,Strada,1
2050,173109,3551,0,1,5,2,1,Mare,1
1718,274949,5388,0,1,5,2,1,Strada,1
1943,255599,4252,0,4,4,5,0,Aereo,1
1510,44147,1549,0,2,1,4,1,Strada,0
763,75280,3013,0,1,4,5,1,Aereo,0
132,178125,1527,1,1,2,5,1,Strada,1
1218,98841,953,0,2,2,3,0,Aereo,0
1951,125726,1681,0,2,4,2,1,Aereo,1
2098,77215,4036,1,0,4,3,1,Strada,0
100,113909,6737,0,2,4,3,1,Mare,1
734,274129,5295,0,4,4,5,1,Mare,1
766,275535,1220,0,0,4,4,1,Strada,1
1519,5861,2377,0,5,5,5,1,Strada,1
498,262968,4169,0,1,3,4,0,Strada,1
930,184000,5097,1,4,2,2,0,Strada,1
537,297508,1794,0,4,2,1,1,Mare,1
1873,250072,2089,0,0,3,2,0,Strada,1
2131,225402,169,1,1,4,5,0,Ferrovia,1
2192,43923,3907,0,0,3,4,0,Mare,1
1624,187968,1725,1,3,4,1,1,Strada,1
2251,166912,1370,1,3,2,4,1,Strada,0
299,174327,5000,1,0,1,4,0,Mare,1
723,129165,1065,0,1,2,1,0,Strada,1
487,231314,7137,0,1,2,1,0,Mare,1
2215,296673,7299,0,2,1,2,0,Strada,1
820,145013,4593,0,4,3,3,1,Mare,1
317,2669,6081,1,0,5,1,0,Strada,1
2034,217854,1793,1,4,4,3,1,Mare,1
1127,56786,5141,1,4,4,3,0,Strada,1
285,183155,1992,0,3,2,3,1,Strada,1
438,21323,3591,1,3,1,3,1,Strada,1
812,231502,1496,0,5,2,1,1,Strada,1
1898,258249,3666,1,0,2,4,1,Strada,1
2498,7021,7241,1,5,3,1,1,Strada,0
673,114415,5230,1,0,4,1,1,Strada,1
1302,271855,3944,0,1,5,5,1,Mare,0
627,8904,1774,1,0,1,5,0,Mare,0
2172,65033,6277,1,1,5,2,1,Ferrovia,0
484,232659,2322,0,1,1,3,0,Strada,1
2200,121035,4112,1,0,4,3,0,Strada,1
813,221859,7897,1,1,3,5,0,Mare,1
1379,187168,4331,0,4,5,4,0,Strada,1
2195,222666,6568,0,1,1,2,0,Mare,1
1408,232853,121,0,4,2,4,0,Ferrovia,1
496,266237,4219,0,4,4,5,0,Strada,1
2067,288062,6066,1,4,3,4,1,Strada,1
1381,194708,5510,1,2,2,3,0,Aereo,0
298,190878,2250,0,5,3,5,0,Aereo,1
215,141466,2193,1,2,1,4,0,Mare,1
1408,125501,7782,1,1,2,2,0,Strada,1
1069,261228,6638,0,5,3,2,0,Ferrovia,1
591,93510,3807,1,5,4,1,0,Strada,1
808,94708,3231,1,5,5,5,1,Strada,1
2178,98819,1531,1,0,5,5,0,Ferrovia,1
2230,236603,2925,0,1,2,5,0,Aereo,1
846,37303,7268,1,2,4,3,0,Strada,1
187,28453,6570,1,5,4,3,0,Strada,0
2281,200521,4910,1,5,3,5,0,Mare,1
1403,157837,4129,0,3,2,4,1,Strada,1
1925,223787,1146,0,5,4,3,0,Strada,1
118,39057,4357,1,5,3,5,0,Ferrovia,1
2150,190060,7649,1,3,4,3,1,Mare,1
1523,95655,773,0,1,2,1,0,Aereo,1
254,278169,7980,0,2,4,2,1,Mare,1
2223,270289,3289,0,4,4,1,1,Aereo,1
92,102206,6968,0,2,4,5,1,Ferrovia,1
1956,187869,2428,1,1,5,2,0,Mare,1
2208,74230,5911,0,2,1,4,0,Aereo,1
810,156002,4896,0,3,2,5,1,Aereo,1
2192,109138,5663,0,5,5,4,1,Ferrovia,0
2044,208097,3264,0,5,1,4,0,Mare,1
1985,213376,7799,1,4,4,3,0,Aereo,1
949,63040,5614,1,1,4,3,1,Strada,1
409,109668,2921,1,5,5,2,1,Strada,1
1769,199768,4539,1,1,3,2,0,Strada,0
330,57815,4657,0,0,2,3,1,Strada,1
1937,217741,4831,1,4,1,2,1,Strada,1
716,113789,3969,1,1,4,1,1,Strada,0
142,220478,6814,0,2,2,5,1,Ferrovia,1
721,168644,5884,1,2,4,1,1,Strada,1
2019,186102,1770,1,2,4,5,0,Strada,1
110,245533,5972,1,2,4,3,0,Aereo,1
1078,238469,3449,0,1,2,1,0,Strada,1
1539,234308,6797,0,3,5,4,0,Strada,1
653,161275,5428,0,4,2,1,1,Strada,1
731,78088,1907,1,2,2,2,0,Strada,1
1478,6608,7654,0,1,3,1,1,Ferrovia,1
2330,46667,2815,0,5,3,3,0,Aereo,1
573,56547,7781,1,5,5,3,1,Aereo,1
2443,235907,2446,0,1,3,2,1,Aereo,1
2018,58560,3814,1,2,5,5,0,Strada,0
1151,215601,4071,1,0,4,2,1,Aereo,1
1803,160487,3936,0,1,4,5,1,Mare,1
1886,185286,2612,1,4,2,3,0,Ferrovia,1
2346,281141,7666,1,4,4,3,0,Strada,1
2144,122266,2496,1,0,3,5,1,Strada,1
1194,4679,3717,0,5,1,1,0,Strada,1
2311,41308,2311,1,5,2,1,1,Strada,1
2336,207096,3667,0,1,5,2,0,Mare,1
1129,171914,6755,0,0,4,3,1,Strada,1
2447,6695,1362,1,1,2,1,0,Strada,0
156,227812,1914,1,1,2,3,0,Mare,1
97,59499,7476,1,0,2,2,0,Strada,1
386,24382,2355,1,5,4,4,1,Strada,1
1099,277379,5557,1,3,5,3,0,Ferrovia,1
1330,194295,1857,0,2,2,4,0,Aereo,1
2105,134438,2791,0,2,2,3,1,Mare,1
674,159539,5714,1,2,2,5,0,Aereo,1
1940,7764,3386,0,0,4,4,1,Strada,0
1326,222968,7530,0,1,3,5,0,Strada,1
1765,114831,5209,0,1,5,5,0,Strada,1
352,62836,1047,1,4,2,2,0,Strada,0
688,295067,7013,0,1,2,2,1,Mare,1
105,256033,6403,0,5,2,1,0,Strada,1
775,17292,2369,0,3,4,4,1,Strada,1
575,284083,3257,1,2,3,1,0,Aereo,1
523,244772,648,0,5,2,4,0,Strada,1
77,19800,1133,1,5,2,2,1,Ferrovia,1
2175,57440,3631,0,3,4,2,1,Strada,1
414,128521,7893,1,2,5,2,0,Mare,1
575,122327,7732,0,0,5,4,1,Aereo,1
1385,50648,3136,1,3,3,2,1,Aereo,0
932,292908,7831,0,5,5,1,0,Strada,1
1080,295614,7216,1,1,2,5,1,Strada,1
1076,257160,2352,1,2,4,4,1,Strada,1
1696,170573,2834,0,4,2,5,0,Mare,1
968,58207,771,0,3,2,1,0,Mare,0
2460,63157,6728,1,5,3,3,1,Mare,1
1824,135288,7452,1,0,5,2,1,Strada,1
1581,154144,1204,0,5,5,1,1,Strada,0
1956,94778,7887,1,4,5,3,0,Strada,1
1265,131016,5854,0,0,2,4,1,Aereo,1
1704,125288,7217,0,2,4,1,0,Aereo,1
534,169204,66,1,3,4,4,0,Strada,1
2125,111573,7075,0,0,2,5,1,Mare,1
763,121730,7147,1,4,1,5,1,Strada,1
1112,65186,7019,0,5,2,4,1,Mare,1
2026,268104,1041,0,4,5,5,1,Strada,1
1346,19781,5023,0,1,2,5,1,Mare,1
1304,238677,2282,0,0,1,2,0,Mare,1
2183,258506,3512,0,3,2,4,1,Strada,1
175,32126,1496,0,3,5,4,1,Strada,1
586,239217,1515,0,5,3,3,0,Strada,1
2242,281027,3817,0,5,4,2,0,Strada,1
2122,30782,5824,0,5,1,1,0,Ferrovia,1
1653,149051,3677,0,1,3,2,0,Strada,1
116,296890,3133,0,4,4,1,0,Strada,1
282,262161,1593,0,5,3,4,1,Mare,1
2206,67266,129,1,0,2,2,0,Strada,0
1219,1056,7002,1,5,2,3,0,Strada,1
2208,294601,7891,0,4,4,5,0,Strada,1
2325,133773,6495,0,0,4,1,1,Mare,1
160,188453,3337,1,0,2,5,0,Mare,0
1543,182510,1321,0,0,2,4,1,Ferrovia,1
2131,81636,1614,0,4,4,4,1,Strada,1
672,67483,5441,0,5,4,4,1,Strada,1
1591,21505,6326,1,4,4,5,1,Aereo,1
1355,34525,5174,0,4,5,4,1,Mare,1
1811,212474,6949,1,2,5,4,0,Ferrovia,1
2025,97008,5711,1,4,2,5,1,Strada,1
2412,45348,6822,0,1,5,4,1,Strada,0
926,203259,1763,1,2,1,1,0,Strada,1
2039,270417,1059,1,0,2,2,0,Strada,1
1362,207641,822,1,5,1,1,1,Strada,0
1510,135607,7964,0,3,3,4,0,Strada,1
2374,215096,6334,0,5,1,4,1,Mare,1
1783,108157,532,1,2,3,4,0,Aereo,1
1655,1908,7522,0,2,1,4,1,Strada,1
1576,253299,2442,1,0,3,5,1,Strada,1
2447,202225,5731,0,4,3,2,1,Ferrovia,1
1680,109352,7487,0,4,2,5,0,Strada,1
1210,96967,3229,1,2,4,5,0,Mare,1
808,36079,1631,0,4,4,4,0,Aereo,1
292,213628,2571,1,2,2,1,0,Strada,0
1113,112889,1155,0,5,3,1,1,Aereo,0
278,263063,3759,1,3,4,3,0,Mare,0
969,47105,5253,0,5,4,2,0,Strada,1
1296,133957,3411,1,3,1,3,1,Aereo,1
55,2049,7288,0,0,5,5,1,Mare,1
517,54281,4320,0,1,2,3,0,Mare,1
1805,67697,5997,1,1,5,3,1,Mare,1
124,37534,891,0,5,3,3,0,Strada,1
53,94034,3584,1,4,1,2,0,Strada,1
1920,59097,1922,0,1,4,1,0,Strada,1
695,185885,7612,1,3,1,1,1,Strada,1
167,288181,7059,1,0,2,3,1,Strada,1
1679,28278,7308,1,3,3,2,1,Strada,1
2071,140344,6662,1,2,1,1,1,Strada,1
996,74277,6032,1,4,1,4,1,Strada,0
1514,5694,3555,1,4,1,1,0,Mare,0
243,59150,3370,1,1,4,1,0,Strada,1
896,68470,6837,1,2,3,2,1,Mare,0
1465,22556,2778,0,1,4,2,0,Mare,1
1508,196543,1004,0,1,1,1,0,Aereo,1
2270,50086,1645,0,1,4,4,1,Mare,1
1718,150979,7042,0,2,4,4,1,Ferrovia,1
2423,249399,2338,1,1,2,3,1,Mare,1
1483,180559,6895,1,4,5,3,0,Strada,1
1191,100468,7713,0,1,5,1,1,Strada,1
1860,296531,4485,0,2,2,1,0,Mare,1
773,69602,6986,1,2,2,1,1,Strada,1
274,3460,793,0,3,4,4,1,Strada,0
581,73356,1544,1,1,4,5,1,Mare,1
162,260925,6656,0,2,3,3,1,Strada,0
2237,17191,6994,1,5,5,3,1,Ferrovia,0
608,85631,3396,1,1,4,5,0,Strada,1
2098,246702,5994,0,0,3,1,0,Mare,1
2187,273673,4160,0,4,5,3,1,Ferrovia,1
703,33175,7258,1,4,3,4,1,Aereo,1
369,280819,2038,0,5,3,5,0,Mare,1
1623,158048,257,0,1,2,4,1,Aereo,1
1878,195188,1133,1,4,1,1,1,Mare,1
1967,63821,2462,0,4,1,3,0,Strada,1
188,13204,3361,0,0,1,4,0,Aereo,1
2076,270538,6801,1,4,3,5,0,Strada,1
2356,247464,4060,1,4,4,1,0,Strada,0
951,34593,6353,1,2,1,3,0,Strada,1
739,209260,446,0,4,4,3,1,Mare,1
2089,116064,2007,1,1,5,1,0,Strada,1
59,54365,4939,0,4,1,1,0,Mare,1
310,241644,6693,0,1,3,1,0,Strada,1
1992,221511,258,0,4,2,4,0,Strada,1
1723,207971,5302,0,1,3,2,0,Ferrovia,1
2269,104700,7598,1,4,4,3,1,Strada,0
2110,69247,482,0,5,5,4,1,Strada,1
1241,183631,2706,0,1,3,5,0,Strada,1
1669,157270,5900,0,4,2,3,1,Mare,1
370,154560,2486,1,0,2,2,1,Aereo,0
1392,170587,7190,1,2,5,5,1,Aereo,0
1686,291042,4728,1,2,1,3,1,Strada,1
2426,182142,4577,0,2,3,2,1,Mare,1
2044,63613,5443,0,2,3,1,0,Mare,1
1993,97707,4496,1,0,2,2,1,Mare,1
2088,48003,183,1,5,4,3,0,Mare,1
1168,49478,7283,0,5,3,2,0,Aereo,0
1654,60030,688,1,0,2,3,1,Strada,1
2415,185133,1278,0,4,4,3,0,Strada,1
285,146921,3419,1,0,1,2,0,Mare,1
2019,247160,4262,0,2,1,2,1,Strada,0
383,268589,4069,0,5,2,5,0,Strada,1
1958,150112,1340,0,3,2,5,1,Strada,1
425,263390,5963,1,4,1,4,1,Strada,1
1210,32153,2246,1,1,2,3,0,Mare,1
1620,268356,7411,0,5,5,5,1,Strada,0
1369,135411,1753,1,2,3,4,1,Mare,0
1905,57238,5993,0,5,5,3,1,Strada,1
1422,297751,2276,1,2,4,4,1,Aereo,1
922,53055,2245,1,2,2,5,1,Aereo,0
1302,105509,4610,0,5,2,4,1,Mare,1
2367,136467,1025,1,5,4,2,1,Strada,1
1901,128378,6762,1,5,3,4,0,Strada,1
1364,88687,6171,0,0,1,1,1,Strada,1
774,103652,1078,0,5,5,1,1,Strada,0
2102,56773,575,0,1,3,4,1,Strada,1
127,203668,2377,0,4,1,1,0,Mare,0
181,28584,2596,1,2,1,4,0,Ferrovia,1
650,245901,885,1,5,2,4,1,Strada,1
1822,266482,2533,0,1,4,4,1,Strada,1
1115,63601,2913,1,3,2,1,1,Aereo,0
2186,137559,5385,0,5,4,3,0,Mare,1
2499,37282,2784,0,0,2,4,0,Strada,1
2393,227137,7021,0,2,5,4,1,Ferrovia,1
1913,96798,7162,1,1,2,2,0,Mare,1
1368,131963,1588,1,5,5,2,1,Mare,1
665,160876,1960,1,1,3,5,1,Mare,0
1938,141987,7354,0,2,3,1,1,Strada,1
1096,274302,4099,0,1,2,3,0,Strada,0
624,206229,6805,1,1,3,4,0,Strada,1
2240,11547,2692,1,5,1,4,0,Mare,1
1042,265603,1353,1,5,5,1,1,Strada,1
2242,64146,181,1,4,4,5,1,Strada,1
1298,108761,442,0,0,5,5,0,Strada,1
552,83970,4626,1,4,2,2,1,Strada,1
2047,192889,3634,1,0,3,1,0,Strada,1
870,170319,2725,0,0,3,5,0,Aereo,1
2201,16419,6180,1,4,1,5,1,Strada,1
2020,36577,2516,1,2,3,3,0,Aereo,1
247,3921,1275,1,1,2,2,1,Aereo,1
1719,145535,6845,0,3,2,2,1,Strada,1
2488,157546,2755,0,4,4,2,1,Strada,1
1252,126534,511,1,4,5,5,0,Mare,1
1521,257872,1851,0,2,5,4,0,Strada,1
1696,73828,3323,1,1,5,5,0,Aereo,1
1742,124649,4035,1,5,4,5,0,Mare,1
1362,56152,201,0,4,4,1,1,Mare,1
2085,221073,2319,1,3,4,2,0,Aereo,1
527,224393,4224,0,1,1,2,0,Strada,0
1304,87569,5369,0,4,4,3,1,Mare,0
972,157844,1835,0,5,3,2,1,Strada,0
469,160562,6292,1,4,1,5,1,Strada,1
2254,123537,6170,1,5,3,1,1,Strada,1
1170,54806,7105,1,0,5,3,0,Mare,1
1000,76992,6406,1,0,2,5,1,Aereo,1
2386,285464,7360,0,4,5,5,0,Strada,1
1327,259852,6895,1,2,4,3,0,Aereo,1
2293,174217,3510,1,0,2,5,0,Strada,1
1907,195760,1886,0,4,5,5,1,Strada,1
566,21754,1447,0,5,1,1,1,Ferrovia,0
1708,70837,1125,1,1,4,1,0,Strada,0
1915,139279,7160,0,5,5,1,0,Strada,0
1191,219811,5793,1,3,2,2,1,Strada,1
1982,115780,6328,1,0,3,3,1,Strada,1
864,88081,4556,0,4,5,1,0,Strada,1
2325,287160,2058,0,0,1,5,0,Strada,1
1950,113099,1543,1,5,2,2,1,Strada,1
2313,152174,1185,1,5,5,3,1,Strada,1
2112,265068,1598,1,1,3,1,0,Mare,1
2144,86015,834,1,2,4,1,1,Aereo,0
2421,105987,7962,1,4,4,3,1,Strada,1
179,55333,5213,0,1,4,1,1,Mare,1
144,216530,1470,1,3,2,3,0,Strada,1
2005,178171,6155,0,4,3,3,1,Strada,1
843,189418,5754,0,3,3,5,1,Aereo,1
1884,127372,6454,0,2,5,3,1,Mare,1
2166,207553,4888,1,4,4,4,1,Strada,1
1733,70767,6738,1,4,2,1,1,Strada,1
60,105332,2485,0,1,4,5,1,Strada,1
1915,144279,7693,0,0,4,2,1,Aereo,1
761,7336,3531,0,4,5,4,1,Aereo,1
2120,207238,3701,0,2,5,3,0,Strada,1
864,280400,2113,0,4,5,2,0,Strada,1
395,231517,2070,1,4,1,2,1,Strada,1
2399,181889,4807,0,4,1,2,0,Aereo,0
412,296863,5973,1,4,2,2,1,Strada,1
2493,46704,2199,0,2,2,5,1,Strada,1
2315,293157,7403,0,1,5,5,0,Strada,1
2238,227884,1000,1,0,3,2,0,Strada,1
1034,168848,7124,1,2,2,4,1,Strada,1
1689,273204,74,0,2,1,1,1,Mare,0
877,220182,7289,1,3,1,1,1,Strada,1
405,79563,5762,1,0,4,5,0,Aereo,0
1397,136102,7790,0,1,5,4,0,Mare,1
1913,90779,67,0,5,3,4,1,Strada,0
176,165361,3875,0,1,5,3,1,Mare,1
653,100704,619,1,5,1,5,1,Strada,1
1978,262757,5162,0,3,3,4,0,Strada,1
1063,111234,1405,0,3,2,4,1,Ferrovia,0
100,37491,1642,1,2,4,1,1,Mare,1
1480,227621,7314,0,1,1,4,1,Strada,1
1842,21448,7944,1,5,4,4,0,Strada,0
1686,50294,880,1,1,5,2,1,Strada,0
1695,284590,5181,0,5,3,1,1,Strada,1
1255,217461,3132,1,1,5,1,0,Strada,1
1904,86615,6078,1,2,4,2,0,Strada,1
616,18101,6356,0,5,1,1,0,Mare,1
2468,291160,5452,1,1,4,3,0,Aereo,1
985,151004,5898,0,4,1,3,1,Strada,1
1984,91481,921,0,3,4,5,0,Mare,1
1382,53802,884,0,3,5,1,0,Strada,1
251,270693,3362,0,5,4,1,1,Strada,1
2410,211005,5002,0,3,2,3,0,Mare,1
166,157434,3166,1,3,5,5,0,Aereo,1
986,48842,1019,1,4,4,5,1,Strada,1
624,47539,642,1,0,4,3,1,Strada,1
2341,34717,304,0,1,3,3,1,Ferrovia,0
586,247281,2164,0,5,5,2,1,Mare,1
1675,187272,3015,0,3,3,5,0,Strada,0
2172,116042,2711,0,1,5,5,1,Strada,1
435,128922,7167,1,1,1,2,1,Ferrovia,1
524,93447,652,1,4,5,3,1,Strada,1
467,159693,1115,0,1,5,2,0,Strada,1
2444,13823,5957,0,3,4,2,1,Strada,1
988,30986,1889,0,5,2,4,0,Strada,1
1004,122682,5955,1,1,5,5,0,Strada,1
925,65325,2481,1,4,3,3,1,Mare,0
812,251476,7806,0,5,2,4,0,Strada,0
1252,58771,5403,0,5,5,4,1,Mare,0
1255,55973,1015,1,5,2,4,0,Strada,1
713,146762,1787,1,3,1,3,1,Strada,1
74,58888,534,0,4,2,2,1,Mare,1
2040,11956,7950,0,2,1,3,1,Ferrovia,1
1253,87839,7991,0,0,2,5,0,Aereo,1
759,168605,4184,1,1,2,5,1,Strada,1
1929,102131,60,0,1,3,2,0,Strada,1
1234,188973,4769,1,1,3,3,0,Mare,1
2274,12519,4554,0,2,4,2,1,Mare,0
334,163187,6301,0,5,2,2,0,Mare,1
112,2832,2077,0,5,1,3,0,Ferrovia,1
1052,114922,5263,1,0,2,5,1,Strada,1
711,106474,6277,0,4,5,3,0,Aereo,1
2253,70715,6251,1,2,1,5,0,Strada,1
1542,74366,3414,0,2,5,1,1,Aereo,0
1016,38570,3137,1,3,4,1,1,Aereo,0
898,138687,3088,0,5,5,1,1,Mare,1
1157,39311,7694,1,2,4,4,1,Aereo,1
738,104187,7031,0,2,4,5,0,Mare,1
197,286578,654,1,1,4,5,0,Mare,1
391,87879,1018,1,5,5,3,1,Ferrovia,1
1136,16739,4310,0,3,4,5,0,Strada,1
1774,67202,486,1,4,4,3,1,Ferrovia,0
1433,99580,2824,1,0,3,4,1,Strada,0
376,225491,5825,0,4,2,3,0,Strada,0
1842,80599,1859,1,3,4,1,1,Strada,1
1809,165721,6596,0,1,1,3,0,Strada,1
1039,232436,5555,0,0,1,3,0,Mare,1
2312,117770,6123,1,4,3,3,0,Strada,1
1001,180693,5307,1,5,5,5,1,Ferrovia,1
772,262051,6909,1,5,5,2,0,Strada,1
2129,115300,4959,1,0,5,2,0,Strada,1
2382,192012,2819,1,0,4,2,0,Aereo,1
478,172796,6724,0,0,5,5,1,Aereo,1
1550,163776,1879,0,2,5,1,0,Mare,0
335,242942,342,1,3,2,2,1,Strada,1
2115,3526,5644,1,5,4,2,0,Aereo,1
818,269718,7216,1,5,4,4,0,Strada,1
1444,271877,4001,1,3,1,4,0,Ferrovia,1
243,37051,511,1,1,1,1,1,Mare,0
1037,16909,3934,0,5,2,3,1,Aereo,0
1186,78338,7590,0,4,3,3,1,Mare,1
2211,291277,3283,0,1,4,4,0,Mare,0
1751,183643,6835,1,4,1,4,0,Mare,1
996,80062,2141,1,0,5,1,0,Mare,1
880,182980,3986,1,5,4,1,1,Strada,1
1970,52458,5252,0,4,4,5,1,Strada,1
104,223159,2989,0,4,4,3,1,Strada,1
849,288442,6829,0,0,1,5,0,Mare,1
827,232946,6732,0,1,2,2,1,Mare,1
1531,154263,7055,1,4,1,1,0,Mare,0
1951,165164,6712,1,5,5,3,0,Aereo,1
2259,90407,5580,1,1,5,3,0,Mare,1
2184,207329,7558,1,1,3,5,0,Strada,1
104,63513,4856,1,3,1,4,0,Strada,0
1873,146476,5793,1,5,1,4,1,Strada,0
1251,36198,138,0,5,3,1,1,Strada,1
882,226295,1713,1,0,3,4,0,Strada,1
362,265323,3351,1,0,4,2,1,Mare,1
1908,3019,5187,1,2,4,3,0,Strada,1
2057,82455,2770,1,5,5,4,0,Strada,1
2056,217311,7057,1,1,2,1,1,Ferrovia,0
1840,150776,2987,1,2,5,2,0,Ferrovia,1
377,150102,7498,1,5,1,5,1,Mare,0
1337,4420,6079,1,0,2,5,0,Strada,0
2193,179725,471,0,0,4,2,1,Aereo,1
1161,17740,3799,0,5,3,1,0,Mare,1
1361,106789,7989,0,2,3,5,0,Strada,1
501,20465,5021,1,0,5,3,1,Mare,0
1573,5131,6895,0,0,1,3,0,Strada,0
214,11652,4483,1,3,1,1,0,Ferrovia,1
231,219115,315,0,4,3,1,1,Aereo,1
959,246289,2900,0,5,5,3,1,Strada,1
872,90342,1428,1,3,5,1,1,Strada,0
993,282315,6553,1,4,4,2,0,Strada,1
2051,218201,7207,1,5,4,1,0,Aereo,1
2104,260820,1864,1,3,4,3,1,Strada,1
379,187764,2314,0,3,2,4,0,Strada,1
824,59541,4466,0,5,5,1,1,Strada,1
2248,10470,899,1,1,5,5,1,Strada,1
196,193416,4864,0,2,4,2,0,Ferrovia,1
964,45308,3786,0,5,3,2,0,Ferrovia,1
1621,136669,1041,0,3,4,2,0,Strada,1
1358,103840,3814,1,1,2,5,1,Strada,1
131,162860,7429,1,3,3,5,0,Mare,0
563,50477,1858,1,2,5,2,0,Aereo,1
1970,109261,7146,0,1,2,2,1,Strada,1
1989,103466,3324,1,5,2,2,0,Strada,1
795,296215,766,1,4,3,1,1,Strada,0
1459,71560,5130,0,2,4,5,0,Strada,1
756,256392,6085,1,0,4,3,1,Aereo,1
520,262278,945,1,5,1,1,0,Strada,0
445,167471,1226,1,5,3,3,0,Strada,1
1605,245413,3803,0,5,4,1,1,Aereo,1
2358,189511,7646,1,1,2,1,0,Aereo,1
854,3369,1826,0,0,4,3,0,Strada,0
983,229629,6480,0,1,4,2,0,Strada,1
1329,263672,2854,0,4,2,3,1,Aereo,0
1807,109806,3442,0,1,3,4,0,Strada,1
954,162386,1509,0,5,1,5,1,Mare,1
1126,103979,5761,0,3,4,4,0,Strada,1
1940,282892,2593,1,0,4,1,1,Strada,0
1573,36109,7821,1,0,4,3,1,Strada,1
1437,14919,5318,0,1,3,2,0,Strada,0
1353,212864,4687,0,3,2,2,1,Strada,1
642,71441,4780,1,3,2,4,1,Aereo,1
2156,67896,3603,1,1,2,4,1,Mare,1
177,104431,1399,1,2,2,1,0,Mare,0
785,48020,3036,0,4,2,5,1,Mare,0
570,206338,7246,0,1,2,1,1,Mare,0
286,285305,3380,1,5,4,2,0,Aereo,1
1354,28738,4843,0,3,4,3,1,Aereo,0
1831,135997,6098,0,4,2,4,0,Strada,1
1351,58153,2172,0,1,2,2,1,Strada,1
2101,215020,3678,0,4,3,1,0,Ferrovia,1
491,62009,5750,1,2,3,5,0,Mare,0
2126,173624,547,0,3,5,3,1,Mare,1
854,272941,3537,0,2,4,5,1,Aereo,1
124,72942,771,0,2,2,1,1,Mare,1
2225,119065,5920,0,3,4,1,0,Strada,1
2139,277109,1413,1,5,5,2,0,Ferrovia,1
1429,276877,357,0,2,3,3,0,Mare,1
90,158998,2801,0,1,5,1,0,Aereo,1
2131,160855,933,1,1,1,2,1,Strada,1
1750,84360,7832,0,4,3,1,0,Ferrovia,1
1451,168466,1314,0,1,4,2,0,Mare,1
637,196868,4398,0,1,3,5,1,Mare,1
1672,291431,5081,0,4,5,2,0,Strada,1
391,83104,5389,1,0,2,5,1,Mare,1
2124,162508,2494,1,3,5,4,1,Strada,1
695,222404,3083,1,1,5,1,1,Mare,1
